mandt,spras,matkl,wgbez,wgbez60,operation_flag,is_deleted,recordstamp
800,4,300,Aircrafts,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,d,300,Aircrafts,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,G,300,Aircrafts,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,E,300,Aircrafts,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,5,300,Aircrafts,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,6,300,Aircrafts,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,R,300,Самолеты,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,W,300,Aircrafts,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,3,401,인력,인력,I,False,2021-03-31 05:00:41.416210+00:00
800,3,403,자재,자재,I,False,2021-03-31 05:00:41.416210+00:00
800,3,404,출장,출장,I,False,2021-03-31 05:00:41.416210+00:00
800,3,408,오버헤드,오버헤드,I,False,2021-03-31 05:00:41.416210+00:00
800,3,409,외주,외주,I,False,2021-03-31 05:00:41.416210+00:00
800,J,900,紙,紙,I,False,2021-03-31 05:00:41.416210+00:00
800,1,900,纸,纸,I,False,2021-03-31 05:00:41.416210+00:00
800,P,900,Papel,Papel,I,False,2021-03-31 05:00:41.416210+00:00
800,S,900,Papel,Papel,I,False,2021-03-31 05:00:41.416210+00:00
800,5,900,Paper,Paper,I,False,2021-03-31 05:00:41.416210+00:00
800,4,900,Paper,Paper,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,900,Paper,Paper,I,False,2021-03-31 05:00:41.416210+00:00
800,G,900,Paper,Paper,I,False,2021-03-31 05:00:41.416210+00:00
800,6,900,Paper,Paper,I,False,2021-03-31 05:00:41.416210+00:00
800,d,900,Paper,Paper,I,False,2021-03-31 05:00:41.416210+00:00
800,W,900,Paper,Paper,I,False,2021-03-31 05:00:41.416210+00:00
800,E,900,Paper,Paper,I,False,2021-03-31 05:00:41.416210+00:00
800,F,900,Papier,Papier,I,False,2021-03-31 05:00:41.416210+00:00
800,D,900,Papier,Papier,I,False,2021-03-31 05:00:41.416210+00:00
800,3,900,종이,종이,I,False,2021-03-31 05:00:41.416210+00:00
800,R,900,Бумага,Бумага,I,False,2021-03-31 05:00:41.416210+00:00
800,E,CPG,CPG Company,CPG Candy Company,I,False,2021-03-31 05:00:41.416210+00:00
800,P,CPG,Empresa CPG,Empresa CPG Candy,I,False,2021-03-31 05:00:41.416210+00:00
800,1,CPG,消费品公司,糖果 cpg 公司,I,False,2021-03-31 05:00:41.416210+00:00
800,F,CPG,Cpg société,Cpg bonbons société,I,False,2021-03-31 05:00:41.416210+00:00
800,S,CPG,Empresa bienes cons.,Empresa de bienes de consumo de dulces,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,DAD,Aircrafts,Aerospace & Defense,I,False,2021-03-31 05:00:41.416210+00:00
800,1,0025,移动通信,移动通信,I,False,2021-03-31 05:00:41.416210+00:00
800,J,0025,モバイル通信,モバイル通信,I,False,2021-03-31 05:00:41.416210+00:00
800,F,0025,Communication mobile,Communication mobile,I,False,2021-03-31 05:00:41.416210+00:00
800,S,0025,Comunicación móvil,Comunicación móvil,I,False,2021-03-31 05:00:41.416210+00:00
800,P,0025,Comunicação móvel,Comunicação móvel,I,False,2021-03-31 05:00:41.416210+00:00
800,R,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,6,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,G,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,5,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,W,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,d,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,E,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,4,0025,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,D,0025,Mobile Kommunikation,Mobile Kommunikation,I,False,2021-03-31 05:00:41.416210+00:00
800,3,0025,모바일 통신 기기,모바일 통신 기기,I,False,2021-03-31 05:00:41.416210+00:00
800,1,0026,数码相机,数码相机,I,False,2021-03-31 05:00:41.416210+00:00
800,D,0026,Digitalkameras,Digitalkameras,I,False,2021-03-31 05:00:41.416210+00:00
800,5,0026,Digitale Cameras,Digital Cameras,I,False,2021-03-31 05:00:41.416210+00:00
800,E,0026,Digitale Cameras,Digital Cameras,I,False,2021-03-31 05:00:41.416210+00:00
800,W,0026,Digitale Cameras,Digital Cameras,I,False,2021-03-31 05:00:41.416210+00:00
800,d,0026,Digitale Cameras,Digital Cameras,I,False,2021-03-31 05:00:41.416210+00:00
800,R,0026,Digitale Cameras,Digital Cameras,I,False,2021-03-31 05:00:41.416210+00:00
800,G,0026,Digitale Cameras,Digital Cameras,I,False,2021-03-31 05:00:41.416210+00:00
800,4,0026,Digitale Cameras,Digital Cameras,I,False,2021-03-31 05:00:41.416210+00:00
800,6,0026,Digitale Cameras,Digital Cameras,I,False,2021-03-31 05:00:41.416210+00:00
800,P,0026,Câmeras digitais,Câmeras digitais,I,False,2021-03-31 05:00:41.416210+00:00
800,S,0026,Cámaras digitales,Cámaras digitales,I,False,2021-03-31 05:00:41.416210+00:00
800,F,0026,Appareil photo num.,Appareil photo num.,I,False,2021-03-31 05:00:41.416210+00:00
800,3,0026,디지털 카메라,디지털 카메라,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,0026,Mobile Communication,Mobile Communication,I,False,2021-03-31 05:00:41.416210+00:00
800,J,0026,デジタルカメラ,デジタルカメラ,I,False,2021-03-31 05:00:41.416210+00:00
800,3,0201,모터사이클,모터사이클,I,False,2021-03-31 05:00:41.416210+00:00
800,1,0501,底片冲洗,底片冲洗,I,False,2021-03-31 05:00:41.416210+00:00
800,3,0501,필름 현상,필름 현상,I,False,2021-03-31 05:00:41.416210+00:00
800,D,0501,Filmentwicklung,Filmentwicklung,I,False,2021-03-31 05:00:41.416210+00:00
800,d,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,4,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,6,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,R,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,W,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,5,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,G,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,E,0501,Film Development,Film Development,I,False,2021-03-31 05:00:41.416210+00:00
800,F,0501,Dév. de pellicule,Dév. de pellicule,I,False,2021-03-31 05:00:41.416210+00:00
800,J,0501,フィルム現像,フィルム現像,I,False,2021-03-31 05:00:41.416210+00:00
800,S,0501,Revelado películas,Revelado películas,I,False,2021-03-31 05:00:41.416210+00:00
800,P,0501,Revelação de filme,Revelação de filme,I,False,2021-03-31 05:00:41.416210+00:00
800,1,CAPS,塑料盖,Caps 衣精的液体胶,I,False,2021-03-31 05:00:41.416210+00:00
800,G,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,6,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,3,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,d,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,4,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,E,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,5,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,W,CAPS,Plastic Caps,Plastic Caps for Liquid Detergent,I,False,2021-03-31 05:00:41.416210+00:00
800,F,CAPS,Caps plastique,Plastique caps du liquide lessive ;,I,False,2021-03-31 05:00:41.416210+00:00
800,S,CAPS,Plastic Caps,Tapón de plástico para detergente líquido,I,False,2021-03-31 05:00:41.416210+00:00
800,3,OM01,석유 관리,석유 관리,I,False,2021-03-31 05:00:41.416210+00:00
800,3,OM03,석유 PM,석유 PM,I,False,2021-03-31 05:00:41.416210+00:00
800,3,OM05,석유 운송,석유 운송,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZWN1,手动托盘车,将托盘卡车,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZWN1,Hand pallet trucks,Hand pallet trucks,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZWN1,Transpaleta manual,Transpaleta manual,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZWN1,Part les camions de,Part les camions de palettes,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZWN2,驱动系统,推动系统,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZWN2,Drive systems,Drive systems,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZWN2,Lecteur systèmes,Lecteur systèmes,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZWN2,Sistemas de tracción,Sistemas de tracción,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZWN3,Auto indst Trucks,Auto indst Trucks,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZWN3,Auto indst camions,Auto indst camions,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZWN3,自动叉车,自动 indst 卡车,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZWN3,Camiones ind. autom.,Camiones ind. autom.,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZWN4,Shutl/Pallt Carrier,Shutl/Pallt Carrier,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZWN4,Trans. lanzad./palés,Trans. lanzad./palés,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZWN4,托盘车,Pallt shutl / 承运人,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZWN4,Shutl pallt / transp,Shutl pallt / transporteur,I,False,2021-03-31 05:00:41.416210+00:00
800,D,ZWN5,Wagon,Wagon,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZWN5,Wagon,Wagon,I,False,2021-03-31 05:00:41.416210+00:00
800,P,ZWN5,Vagão,Vagão,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZWN5,Vagón,Vagón,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZWN5,拖车,拖车,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZWN5,Trailer,Trailer,I,False,2021-03-31 05:00:41.416210+00:00
800,R,ZWN5,Вагон,Вагон,I,False,2021-03-31 05:00:41.416210+00:00
800,J,ZWN5,トラック,トラック,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00101,강철,강철,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00102,강판,강판,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00103,전자,전자,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00104,기계,기계,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00105,케이블,케이블,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00107,기타,기타,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00108,엔진,엔진,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00120,펌프,펌프,I,False,2021-03-31 05:00:41.416210+00:00
800,D,00200,PC-Systeme,PC-Systeme,I,False,2021-03-31 05:00:41.416210+00:00
800,W,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,T,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,U,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,4,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,N,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,V,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,L,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,K,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,C,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,2,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,6,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,E,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,d,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,O,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,I,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,M,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,Q,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,5,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,H,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,G,00200,PC-Systems,PC-Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,S,00200,Sistemas PC,Sistemas PC,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00200,PC 시스템,PC 시스템,I,False,2021-03-31 05:00:41.416210+00:00
800,F,00200,Systèmes PC,Systèmes PC,I,False,2021-03-31 05:00:41.416210+00:00
800,P,00200,Sistemas de PC,Sistemas de PC,I,False,2021-03-31 05:00:41.416210+00:00
800,J,00200,PC システム,PC システム,I,False,2021-03-31 05:00:41.416210+00:00
800,1,00200,个人电脑系统,个人电脑系统,I,False,2021-03-31 05:00:41.416210+00:00
800,R,00200,ПК-системы,ПК-системы,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00201,케이스,케이스,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00202,마더보드,마더보드,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00203,파워 서플라이,파워 서플라이,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00204,보드,보드,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00205,도킹 스테이션,도킹 스테이션,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00206,연결 부품,연결 부품,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00207,모니터,모니터,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00208,하드 디스크,하드 디스크,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00209,드라이브,드라이브,I,False,2021-03-31 05:00:41.416210+00:00
800,1,00210,输入设备,输入设备,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00210,입력 장치,입력 장치,I,False,2021-03-31 05:00:41.416210+00:00
800,D,00210,Eingabegeräte,Eingabegeräte,I,False,2021-03-31 05:00:41.416210+00:00
800,F,00210,Unités d'entrée,Unités d'entrée,I,False,2021-03-31 05:00:41.416210+00:00
800,J,00210,入力デバイス,入力デバイス,I,False,2021-03-31 05:00:41.416210+00:00
800,S,00210,Dispositivos entrada,Dispositivos entrada,I,False,2021-03-31 05:00:41.416210+00:00
800,P,00210,Dispositivos entrada,Dispositivos entrada,I,False,2021-03-31 05:00:41.416210+00:00
800,4,00210,Input Devices,"Input Devices (Keyboards, Mouses, Jouysticks...)",I,False,2021-03-31 05:00:41.416210+00:00
800,G,00210,Input Devices,"Input Devices (Keyboards, Mouses, Jouysticks...)",I,False,2021-03-31 05:00:41.416210+00:00
800,E,00210,Input Devices,"Input Devices (Keyboards, Mouses, Jouysticks...)",I,False,2021-03-31 05:00:41.416210+00:00
800,6,00210,Input Devices,"Input Devices (Keyboards, Mouses, Jouysticks...)",I,False,2021-03-31 05:00:41.416210+00:00
800,5,00210,Input Devices,"Input Devices (Keyboards, Mouses, Jouysticks...)",I,False,2021-03-31 05:00:41.416210+00:00
800,d,00210,Input Devices,"Input Devices (Keyboards, Mouses, Jouysticks...)",I,False,2021-03-31 05:00:41.416210+00:00
800,W,00210,Input Devices,"Input Devices (Keyboards, Mouses, Jouysticks...)",I,False,2021-03-31 05:00:41.416210+00:00
800,3,00211,내비게이션 보조 도구,내비게이션 보조 도구,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00212,케이블,케이블,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00213,하드웨어,하드웨어,I,False,2021-03-31 05:00:41.416210+00:00
800,3,00214,LAN 카드,LAN 카드,I,False,2021-03-31 05:00:41.416210+00:00
